run,braco,ponto,arquivo,iou,pred_vazia,tem_ferida
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,0.848628,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,0.859656,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,0.92354,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,0.85636,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,0.940348,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,0.840597,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,0.87513,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,0.843264,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,0.977539,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,0.981608,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,0.975435,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,0.971383,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,0.973135,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,0.97329,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,0.980061,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,0.953214,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,0.972491,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,0.978599,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,0.92529,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,0.892642,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,0.958019,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,0.948566,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,0.936996,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,0.958167,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,0.924532,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,0.883069,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,0.404233,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,0.916888,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 24hr 2_png.rf.kOhjizJROLOCgNfM1IF5.png,0.9048,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8H 1_png.rf.fqDTrXJGtwGnRUswH16c.png,0.962133,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,0.919246,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8HR 1_png.rf.AMXvM5M5gyDuLKC5DTa9.png,0.947958,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8HR 2_png.rf.QKXzmdKQE41ccuWFgbwS.png,0.956837,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8hr 1_png.rf.pwZlWzk9sZA3CwldABe9.png,0.970286,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8hr 1_png.rf.xNkp4JfkmuylOQerzD1Q.png,0.969399,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B1 8hr 2_png.rf.L73Y3X4Dx7HELGkPVNlg.png,0.95838,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 0H 1_png.rf.UkNByK7H1jadGiO9HCAd.png,0.890539,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 0H 2_png.rf.rXION3PvUG9p2y5KH5ZG.png,0.946464,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 12H 1_png.rf.1ULnxID5MP426B41agfS.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 12H 2_png.rf.BUDIsAimJHwizKA26kde.png,0.894519,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 24H 1_png.rf.b60wYuoI9jxCKCHE2l9q.png,0.864503,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 24H 2_png.rf.Dy3NkPc0L9HXhRCtCbkW.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 8H 1_png.rf.OVZZyofXQpVrU06rEdEV.png,0.916201,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B4 8H 2_png.rf.ShxIhASvXw8lGbZkLgUb.png,0.767346,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,0.962947,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,0.977377,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 0HR 2_png.rf.MUU0CWJgRWrZIA9N0J2X.png,0.974158,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 12HR 1_png.rf.XqoVkA4DK3JbERfwmQPP.png,0.930494,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 12HR 2_png.rf.EZH0RYIN3t8Q75rFyebV.png,0.935201,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,0.856671,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 24HR 1_png.rf.TJTLDoAzR6YqhVVqJjBV.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 8HR 1_png.rf.Ym4RLm5f7bEAlTD8XV4Q.png,0.932106,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,0.956278,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,0.960309,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 0HR 1_png.rf.G9IIgGta9Gbbj9yqetJW.png,0.977928,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 0hr 1_png.rf.tP2kS9n37GFU0hMWW7mV.png,0.968645,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 12HR 1_png.rf.gMy5B0cpXrZXzyMCZhuv.png,0.871104,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 12HR 2_png.rf.BMDqWV1RTxKKoPMgnLal.png,0.933888,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 12hr 1_png.rf.wMEDLQnrMWwVbcfKlQek.png,0.90331,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 12hr 2_png.rf.y4b1NNhMuInMAANEGR5y.png,0.944146,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 24h 1_png.rf.HqRokqEzDfBP5O3ZtezT.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 0H 1_png.rf.OdwF3vyzWYOgZ8CvxU5t.png,0.96086,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 0H 1_png.rf.qfmzlYXXLFM1UbctuHo5.png,0.975158,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 0H 2_png.rf.UQiYCwrvqp79phsQH2z3.png,0.9802,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 12H 1_png.rf.OLiywuVh8Y6xj17HnU6e.png,0.909798,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 12H 1_png.rf.eqPnAQCG5aI0rvfthMNV.png,0.900857,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 12H 2_png.rf.oLP5pb7BztRNGjNEDlAS.png,0.866503,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 12H 2_png.rf.yGOWuMwCESVagvk7Q4HY.png,0.848356,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 24H 1_png.rf.GRabFdMEvh7NdJQw7srC.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 24H 2_png.rf.1BqtMMJEWOuzOCOM43Zl.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 8H 1_png.rf.QRwHfTeZ3iXOWs30KZOS.png,0.914116,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 8H 1_png.rf.m0k3TjlxKvLXDFhuBq52.png,0.889704,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,C5 8H 2_png.rf.Su3UAyP9dztNqZtfn0u1.png,0.928755,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0H 1_png.rf.fw3oXHFKRwGBIpMcBKY2.png,0.967667,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0H 2_png.rf.In3g26PLvIPVilZ9guvK.png,0.971884,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,0.963997,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,0.963402,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0HR 2_png.rf.Ak8bfHD2sNvAS5ARU8WU.png,0.974104,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,0.96154,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12H 1_png.rf.mKsxEDejqQN6qCQxLyns.png,0.943561,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12H 2_png.rf.hM6Jhc6UJKSMWKFN6Pta.png,0.958612,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,0.927937,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12HR 1_png.rf.mtvtObh31Z25eXwo4BTB.png,0.885265,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,0.935304,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24H 1_png.rf.9St1pSdNBqUmYewNNUks.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,0.853428,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,0.851646,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24HR 2_png.rf.sKzjQXeeTmG65NxFRo5z.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,0.833329,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8H 1_png.rf.AmYzGCscmIMNbZlAIVL4.png,0.935131,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8H 2_png.rf.1Guur0r0WOYFqgYbD8Ix.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,0.939715,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,0.923919,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8HR 2_png.rf.We4y9DkVsrjwHtYEPH1S.png,0.920536,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D1 8HR 2_png.rf.zXqaP0fHqHbabD0CzjuF.png,0.942532,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 0H 1_png.rf.jWsUip53LaCF4OaEEFcb.png,0.984313,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 0H 2_png.rf.lkEcbAGS1IAwabi3cMT3.png,0.977387,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 12H 1_png.rf.vDKmMF3YJlFSbIbFZHci.png,0.971537,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 12H 2_png.rf.bk65RyMB9bMlU59S1RY7.png,0.973356,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 24H 1_png.rf.lgES3xZvT7KoszPGhV44.png,0.94922,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 24H 2_png.rf.vu9MuWKRyoy3WKGkVrI5.png,0.884603,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 8H 1_png.rf.6ah0Jg4O5oakLSomUxcX.png,0.971578,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D3 8H 2_png.rf.RmIwn01JNbgfY0VcrlAP.png,0.959083,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,0.971612,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0H 1_png.rf.hIDWQ46StqSUcKyGmBYY.png,0.973923,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0H 2_png.rf.7RFXNZEElcEIxiB134la.png,0.979734,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0H 2_png.rf.eVEb58gAMbcellIRwKuX.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,0.968355,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 0HR 2_png.rf.EwNjDB9ss3gmM00iJqPT.png,0.971074,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12H 1_png.rf.9BeWOTfVwMn3ywdSyPmt.png,0.950339,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12H 1_png.rf.rmwAgsyRm1ZzZ55GuiPB.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12H 2_png.rf.JoRndEJA1lep3hprLUOS.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12H 2_png.rf.txyJ67o8LXpC3sVtUoTH.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12HR 1_png.rf.coQP5Rm68FoQiPA5lE4l.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 12HR 2_png.rf.3mHz6QXfVp3bYuBorSyN.png,0.871497,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 24H 1_png.rf.4NmTRoRHXyugKUw10i8s.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 24H 1_png.rf.l74W6BtAd1h2vbDdLYa7.png,0.917371,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 24H 2_png.rf.RklTkqfkG2jxmrJIVlDw.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 24HR 1_png.rf.ZeWox4g9WSQYjCRdF5Hj.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 24HR 2_png.rf.aSdWjnYDFFICPSVHPh41.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8H 1_png.rf.a8mANb97avVu4hPsbo7a.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8H 1_png.rf.xpR4xGrS7xqp2WqsHOdj.png,0.96144,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8H 2_png.rf.ixTzZNh35XGijmR7VOtL.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8H 2_png.rf.mnoVDerLhE6PpOQcbUog.png,0.940851,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,0.890498,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,D4 8HR 2_png.rf.1gESfR3nmJtUf5QdqE6H.png,0.860281,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 0H 1_png.rf.O4klFnPAFBZQG7ZiiWoa.png,0.972086,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 0H 2_png.rf.dwk6Z6HVga7ttj23PmV9.png,0.947057,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 12H 1_png.rf.MXhOPdUnNbYD4WTRbftP.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 12H 2_png.rf.GKeGTBMimaglOZhGi5n6.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 24H 1_png.rf.JjdLiNmCus3kSa50aOeW.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 8H 1_png.rf.8l6bvVJjLSjiFIlOhJkG.png,0.818091,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,E1 8H 2_png.rf.5qtx5quA0obTJbOUZCxP.png,0.822024,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,F2 0H 1_png.rf.zPl6vPkH5HpqtxJsWJxj.png,0.967749,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,F2 12H 1_png.rf.h05DU2gxBlXL6JdotHmg.png,0.841439,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,F2 12H 2_png.rf.2goGI5xvDCGG2PJZ8Its.png,0.923264,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,F2 8H 2_png.rf.dUFZVFJ0aVESmoGKjJ05.png,0.827512,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-08_141_png.rf.xxwXm4vgaTgEnxfrDBvk.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-09_200_png.rf.T1DuJr60ClWyEIrNPE9K.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-09_21_png.rf.eX9WeCW8GgIO8pb44zNf.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-09_66_png.rf.DXbLfCegxmVs4TDoenmh.png,0.766274,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-10_146_png.rf.J1zTbpCRqsOW6DtsIPzv.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-10_png.rf.yj7fOx6nAZtfK19C65wZ.png,0.747244,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,0.861864,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,0.895478,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,0.94085,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,0.759834,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-21_56_png.rf.ycoY7vPUknblypXrORx3.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,0.782925,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,0.788941,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,1.0,1,0
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,0.762201,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-31_281_png.rf.HrwVzS03qTHBX5RB7awf.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-36_271_png.rf.sfFr7wfzXmMz4JWE34hv.png,0.921816,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-37_175_png.rf.FF9MN09bmlSbN40cxQRu.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-37_235_png.rf.fp1LasdFT1TZbfgrTie6.png,0.911272,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-39_77_png.rf.FBpms3tKgC2fVOg0pxu7.png,0.0,1,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-39_png.rf.B5ZdhBp8JGAo6JQji9gU.png,0.748729,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,0.942239,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,0.555345,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,0.938848,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,0.901769,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,0.978335,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,0.957137,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,0.970514,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-52_153_png.rf.jWozliFwqBh7FtxPjDhr.png,0.928743,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-52_213_png.rf.YrkkVK1Bonf3TxwPZWyE.png,0.97043,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-54_106_png.rf.VOFbghvZhHsPNSqUFFkZ.png,0.725453,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-54_1_png.rf.LYlBIIJ3KoqRfd7QemOX.png,0.519104,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-54_png.rf.HGYLhnxL2tQsTiXRBg9n.png,0.764699,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-60_12_png.rf.AiY33Mo4Daj2M4cZgUnh.png,0.830778,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,Snap-60_png.rf.RpcRTxyR97nXnbvR3urB.png,0.771825,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,ct2_3_png.rf.05gH6Q4BVtzjbT8GvpXk.png,0.983948,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,ct2_5_png.rf.V6uuFIT0hRf8VvfkI0ft.png,0.784358,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,0.985357,0,1
yolo11m-seg_black_coco_seed45,YOLO M,conf=0.8,ptx2_4_png.rf.YEH27Bh4es5Hup4qomsA.png,0.773148,0,1
