arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,field_id,grp_field,grp_treat,split_skov
Snap-04_142_png.rf.M2wnhWd1Sd8Ifvp6QzaX.png,snap-4,Snap-04 (2).tiff,SKOV/48h,SKOV,snap-4,48,0.9996,0.148,ok,P1,CT,,4,P1|CT|F4,P1|CT,test
Snap-04_202_png.rf.NR0kpfukSEnlSMYMSLQj.png,snap-4,Snap-04 (2).tiff,SKOV/24h,SKOV,snap-4,24,0.9995,0.1639,ok,P1,CT,,3,P1|CT|F3,P1|CT,test
Snap-04_png.rf.sMGktY9BFWuJUYIgaqQM.png,snap-4,Snap-04.tiff,SKOV/0h,SKOV,snap-4,0,0.9997,0.1486,ok,P2,CT,,3,P2|CT|F3,P2|CT,train
Snap-04_68_png.rf.qa33swNedVvsWNkINBRJ.png,snap-4,Snap-04.tiff,SKOV/24h,SKOV,snap-4,24,0.9992,0.2358,ok,P2,CT,,4,P2|CT|F4,P2|CT,train
Snap-05_199_png.rf.6Q1Bw549TYJ3y3mfuvz8.png,snap-5,Snap-05 (2).tiff,SKOV/24h,SKOV,snap-5,24,0.9994,0.1648,ok,P1,CT,,4,P1|CT|F4,P1|CT,test
Snap-05_65_png.rf.DoDrkBOFzLTZlfhsvn9K.png,snap-5,Snap-05.tiff,SKOV/24h,SKOV,snap-5,24,0.9991,0.1967,ok,P2,CT,,5,P2|CT|F5,P2|CT,train
Snap-05_139_png.rf.niBpFx50l8Vf2AVZYkEa.png,snap-5,Snap-05 (2).tiff,SKOV/48h,SKOV,snap-5,48,0.9995,0.1649,ok,P1,CT,,5,P1|CT|F5,P1|CT,train
Snap-05_png.rf.wkFRpHndlLEZ8vXfITkh.png,snap-5,Snap-05.tiff,SKOV/0h,SKOV,snap-5,0,0.9997,0.1838,ok,P2,CT,,4,P2|CT|F4,P2|CT,train
Snap-05_20_png.rf.0ZVYxRfLCmMj9Gx6Z8HM.png,snap-5,Snap-05.tiff,SKOV/48h,SKOV,snap-5,48,0.9989,0.3229,ok,P2,CT,,5,P2|CT|F5,P2|CT,train
Snap-06_147_png.rf.GD6EP0bfiqbQELx2DbXk.png,snap-6,Snap-06 (2).tiff,SKOV/48h,SKOV,snap-6,48,0.9994,0.2588,ok,P1,CT,,6,P1|CT|F6,P1|CT,train
Snap-06_28_png.rf.B16Hi9B61ihSVrFqD8EM.png,snap-6,Snap-06.tiff,SKOV/48h,SKOV,snap-6,48,0.9996,0.1447,ok,P2,CT,,6,P2|CT|F6,P2|CT,train
Snap-06_251_png.rf.RTJFsjqwbqP4Ma6aageY.png,snap-6,Snap-06.tiff,SKOV/72h,SKOV,snap-6,72,0.9986,0.2749,ok,P1,PTX,,1,P1|PTX|F1,P1|PTX,train
Snap-06_207_png.rf.m5JajGmMom6qRqZWTY3C.png,snap-6,Snap-06 (2).tiff,SKOV/24h,SKOV,snap-6,24,0.9994,0.1954,ok,P1,CT,,5,P1|CT|F5,P1|CT,train
Snap-03_16_png.rf.8FYQJMkw0jfVRFMq4naV.png,snap-3,Snap-03.tiff,SKOV/48h,SKOV,snap-3,48,0.9926,0.2051,ok,P2,CT,,3,P2|CT|F3,P2|CT,train
Snap-03_135_png.rf.86k5Vru6ipllZqtNKdG2.png,snap-3,Snap-03 (2).tiff,SKOV/48h,SKOV,snap-3,48,0.9995,0.2906,ok,P1,CT,,3,P1|CT|F3,P1|CT,test
Snap-03_254_png.rf.BtyeXVgh2zc19JcqpFCK.png,snap-3,Snap-03.tiff,SKOV/72h,SKOV,snap-3,72,0.9974,0.2507,ok,P1,CT,,3,P1|CT|F3,P1|CT,test
Snap-03_61_png.rf.1FYqRGNLJIklJ5YdlPHa.png,snap-3,Snap-03.tiff,SKOV/24h,SKOV,snap-3,24,0.9992,0.2399,ok,P2,CT,,3,P2|CT|F3,P2|CT,train
Snap-03_png.rf.v38nE8mp2K7iYYSbvq0E.png,snap-3,Snap-03.tiff,SKOV/0h,SKOV,snap-3,0,0.9996,0.2096,ok,P2,CT,,2,P2|CT|F2,P2|CT,test
Snap-03_195_png.rf.YYuGBJMJvk1Uc2AUOhKN.png,snap-3,Snap-03 (2).tiff,SKOV/24h,SKOV,snap-3,24,0.9995,0.2094,ok,P1,CT,,2,P1|CT|F2,P1|CT,train
Snap-02_196_png.rf.BKEbI8Gj7FVgCYPUSi9g.png,snap-2,Snap-02 (2).tiff,SKOV/24h,SKOV,snap-2,24,0.9995,0.1924,ok,P1,CT,,1,P1|CT|F1,P1|CT,train
Snap-02_255_png.rf.JaJ4bou8Ic3AaIPtCfZV.png,snap-2,Snap-02.tiff,SKOV/72h,SKOV,snap-2,72,0.9961,0.3096,ok,P1,CT,,2,P1|CT|F2,P1|CT,train
Snap-02_png.rf.HnokE69U5U658bYwvUrm.png,snap-2,Snap-02.tiff,SKOV/0h,SKOV,snap-2,0,0.9997,0.2436,ok,P2,CT,,1,P2|CT|F1,P2|CT,test
Snap-02_62_png.rf.K7PjQ8CqA8XVhNTW659F.png,snap-2,Snap-02.tiff,SKOV/24h,SKOV,snap-2,24,0.9994,0.2034,ok,P2,CT,,2,P2|CT|F2,P2|CT,test
Snap-02_17_png.rf.Lpe2QyqaZsGgJFeCYcvT.png,snap-2,Snap-02.tiff,SKOV/48h,SKOV,snap-2,48,0.9966,0.2212,ok,P2,CT,,2,P2|CT|F2,P2|CT,test
Snap-02_136_png.rf.m6MHqhz3vjy6x2KcsX7N.png,snap-2,Snap-02 (2).tiff,SKOV/48h,SKOV,snap-2,48,0.9992,0.1892,ok,P1,CT,,2,P1|CT|F2,P1|CT,train
Snap-27_187_png.rf.Un1xcBRJR9pLwxhz2VBA.png,snap-27,Snap-27 (2).tiff,SKOV/24h,SKOV,snap-27,24,0.9996,0.2056,ok,P1,PTX,,11,P1|PTX|F11,P1|PTX,val
Snap-27_127_png.rf.u0sqqUf8hnanDrudhQQG.png,snap-27,Snap-27 (2).tiff,SKOV/48h,SKOV,snap-27,48,0.9996,0.2404,ok,P1,PTX,,11,P1|PTX|F11,P1|PTX,val
Snap-27_282_png.rf.vCcp3UXdXcDmFuHR7aax.png,snap-27,Snap-27.tiff,SKOV/72h,SKOV,snap-27,72,0.9993,0.2564,ok,P1,GEO,,7,P1|GEO|F7,P1|GEO,train
Snap-27_53_png.rf.YALqveujaUVhAWskGlbw.png,snap-27,Snap-27.tiff,SKOV/48h,SKOV,snap-27,48,0.9995,0.2204,ok,P2,CARBO,,11,P2|CARBO|F11,P2|CARBO,train
Snap-27_98_png.rf.lZ0XIyhITkksp9eS9PWL.png,snap-27,Snap-27.tiff,SKOV/24h,SKOV,snap-27,24,0.9994,0.2157,ok,P2,CARBO,,12,P2|CARBO|F12,P2|CARBO,train
Snap-27_png.rf.fKKLKbf92TUDKJORvts2.png,snap-27,Snap-27.tiff,SKOV/0h,SKOV,snap-27,0,0.9998,0.2057,ok,P2,CARBO,,11,P2|CARBO|F11,P2|CARBO,train
Snap-01_29_png.rf.mg28uhmxn5A9je1hvBDV.png,snap-1,Snap-01.tiff,SKOV/48h,SKOV,snap-1,48,0.9926,0.2376,ok,P2,CT,,1,P2|CT|F1,P2|CT,test
Snap-01_256_png.rf.UMEeIdDQ1Tdk0wE2TII4.png,snap-1,Snap-01.tiff,SKOV/72h,SKOV,snap-1,72,0.998,0.2363,ok,P1,CT,,1,P1|CT|F1,P1|CT,train
Snap-01_74_png.rf.WcVEXB4f7Y64yyixQhom.png,snap-1,Snap-01.tiff,SKOV/24h,SKOV,snap-1,24,0.9994,0.2335,ok,P2,CT,,1,P2|CT|F1,P2|CT,test
Snap-01_148_png.rf.csd0SJGzDaEHVmJESnpM.png,snap-1,Snap-01 (2).tiff,SKOV/48h,SKOV,snap-1,48,0.9989,0.1668,ok,P1,CT,,1,P1|CT|F1,P1|CT,train
75ug+ptx3_2_png.rf.SrbDSCvTa81lj9UBc0ZR.png,75ug+ptx3 2,75ug+ptx3_2.tiff,SKOV/0h,SKOV,75ug+ptx3_2,0,0.9997,,ok,P1,GEO+PTX,,12,P1|GEO+PTX|F12,P1|GEO+PTX,train
Snap-18_png.rf.0cME4hjYM0557eYc0iSp.png,snap-18,Snap-18.tiff,SKOV/0h,SKOV,snap-18,0,0.9998,0.2106,ok,P2,CARBO,,2,P2|CARBO|F2,P2|CARBO,train
Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,snap-18,Snap-18 (2).tiff,SKOV/48h,SKOV,snap-18,48,0.9996,0.312,ok,P1,PTX,,2,P1|PTX|F2,P1|PTX,train
Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,snap-18,Snap-18 (2).tiff,SKOV/24h,SKOV,snap-18,24,0.9996,0.3332,ok,P1,PTX,,2,P1|PTX|F2,P1|PTX,train
Snap-18_48_png.rf.dOk2ClCgbcYApxR6XtAY.png,snap-18,Snap-18.tiff,SKOV/48h,SKOV,snap-18,48,0.9974,0.2485,ok,P2,CARBO,,2,P2|CARBO|F2,P2|CARBO,train
Snap-18_242_png.rf.sg4fkcHavt8IVG7Qq0vy.png,snap-18,Snap-18.tiff,SKOV/72h,SKOV,snap-18,72,0.9994,0.22,ok,P1,PTX,,13,P1|PTX|F13,P1|PTX,val
Snap-18_93_png.rf.vdsK3Pm2Jw59MfN6akCm.png,snap-18,Snap-18.tiff,SKOV/24h,SKOV,snap-18,24,0.9996,0.2098,ok,P2,CARBO,,3,P2|CARBO|F3,P2|CARBO,val
Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,snap-15,Snap-15.tiff,SKOV/24h,SKOV,snap-15,24,0.9989,0.1158,ok,P2,CT,,15,P2|CT|F15,P2|CT,train
Snap-15_134_png.rf.PT0eio2SodTEch0Oowqe.png,snap-15,Snap-15 (2).tiff,SKOV/48h,SKOV,snap-15,48,0.9991,0.1208,ok,P1,CT,,15,P1|CT|F15,P1|CT,train
Snap-15_194_png.rf.jyDxznPzUcDKPrXPinis.png,snap-15,Snap-15 (2).tiff,SKOV/24h,SKOV,snap-15,24,0.9996,0.1541,ok,P1,CT,,14,P1|CT|F14,P1|CT,train
Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,snap-15,Snap-15.tiff,SKOV/48h,SKOV,snap-15,48,0.9996,0.1181,ok,P2,CT,,15,P2|CT|F15,P2|CT,train
Snap-15_png.rf.QpISbBkKeIMbu6a2p8wX.png,snap-15,Snap-15.tiff,SKOV/0h,SKOV,snap-15,0,0.9996,0.1884,ok,P2,CT,,14,P2|CT|F14,P2|CT,val
Snap-19_png.rf.54NjFnaveSX8V7dKaXCe.png,snap-19,Snap-19.tiff,SKOV/0h,SKOV,snap-19,0,0.9998,0.1853,ok,P2,CARBO,,3,P2|CARBO|F3,P2|CARBO,val
Snap-19_179_png.rf.LbI9UqUYPM9MI69fTMLd.png,snap-19,Snap-19 (2).tiff,SKOV/24h,SKOV,snap-19,24,0.9995,0.1852,ok,P1,PTX,,3,P1|PTX|F3,P1|PTX,train
Snap-19_45_png.rf.h26s2hEWJo5PGBPNWzbv.png,snap-19,Snap-19.tiff,SKOV/48h,SKOV,snap-19,48,0.9982,0.1923,ok,P2,CARBO,,3,P2|CARBO|F3,P2|CARBO,val
Snap-19_119_png.rf.rL8vPl5ijPVO0I4eyA1W.png,snap-19,Snap-19 (2).tiff,SKOV/48h,SKOV,snap-19,48,0.9997,0.2043,ok,P1,PTX,,3,P1|PTX|F3,P1|PTX,train
Snap-19_90_png.rf.LTW9T6mUiyeyn573QLTY.png,snap-19,Snap-19.tiff,SKOV/24h,SKOV,snap-19,24,0.9995,0.1873,ok,P2,CARBO,,4,P2|CARBO|F4,P2|CARBO,val
Snap-20_png.rf.CTNy3Rv16m36Khsp3xJc.png,snap-20,Snap-20.tiff,SKOV/0h,SKOV,snap-20,0,0.9997,0.2107,ok,P2,CARBO,,4,P2|CARBO|F4,P2|CARBO,val
Snap-20_133_png.rf.wotHCE8IfJ6UYBmxNc4i.png,snap-20,Snap-20 (2).tiff,SKOV/48h,SKOV,snap-20,48,0.9995,0.2484,ok,P1,PTX,,4,P1|PTX|F4,P1|PTX,train
Snap-20_59_png.rf.cuUsjVgyqu6QpoUYSKTl.png,snap-20,Snap-20.tiff,SKOV/48h,SKOV,snap-20,48,0.998,0.313,ok,P2,CARBO,,4,P2|CARBO|F4,P2|CARBO,val
Snap-20_193_png.rf.OGPjmr6AN3p8v8qf5RaD.png,snap-20,Snap-20 (2).tiff,SKOV/24h,SKOV,snap-20,24,0.9995,0.2106,ok,P1,PTX,,4,P1|PTX|F4,P1|PTX,train
Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,snap-20,Snap-20.tiff,SKOV/24h,SKOV,snap-20,24,0.9996,0.2099,ok,P2,CARBO,,5,P2|CARBO|F5,P2|CARBO,test
Snap-17_102_png.rf.L35h25Y208weJrkXRPl5.png,snap-17,Snap-17.tiff,SKOV/24h,SKOV,snap-17,24,0.9996,0.2069,ok,P2,CARBO,,2,P2|CARBO|F2,P2|CARBO,train
Snap-17_191_png.rf.VaUfcjat6tcky3mpq2eY.png,snap-17,Snap-17 (2).tiff,SKOV/24h,SKOV,snap-17,24,0.9996,0.2073,ok,P1,PTX,,1,P1|PTX|F1,P1|PTX,train
Snap-17_57_png.rf.eHlOfkRwkZdoOjiE6Mxj.png,snap-17,Snap-17.tiff,SKOV/48h,SKOV,snap-17,48,0.9959,0.2932,ok,P2,CARBO,,1,P2|CARBO|F1,P2|CARBO,test
Snap-17_131_png.rf.w04wolCzNfH78hvtq37N.png,snap-17,Snap-17 (2).tiff,SKOV/48h,SKOV,snap-17,48,0.9996,0.2581,ok,P1,PTX,,1,P1|PTX|F1,P1|PTX,train
Snap-17_png.rf.wQPtTYXFL94gKLen5q7D.png,snap-17,Snap-17.tiff,SKOV/0h,SKOV,snap-17,0,0.9998,0.2106,ok,P2,CARBO,,1,P2|CARBO|F1,P2|CARBO,test
Snap-17_252_png.rf.bulki6Z5lbUSEa4uMo6D.png,snap-17,Snap-17.tiff,SKOV/72h,SKOV,snap-17,72,0.9996,0.2953,ok,P1,PTX,,12,P1|PTX|F12,P1|PTX,train
75geo1_3_png.rf.3ssQ4kMF9TGfwhFa0NBy.png,75geo1 3,75geo1_3.tiff,SKOV/0h,SKOV,75geo1_3,0,0.9997,,ok,P1,GEO,,3,P1|GEO|F3,P1|GEO,val
75geo3_2_png.rf.74WCC6Yog9fXc1mKJxkf.png,75geo3 2,75geo3_2.tiff,SKOV/0h,SKOV,75geo3_2,0,0.9997,,ok,P1,GEO,,12,P1|GEO|F12,P1|GEO,train
75ug+ptx3_5_png.rf.8zKge5Sez8aWKKyW2i6z.png,75ug+ptx3 5,75ug+ptx3_5.tiff,SKOV/0h,SKOV,75ug+ptx3_5,0,0.9996,,ok,P1,GEO+PTX,,15,P1|GEO+PTX|F15,P1|GEO+PTX,train
Snap-16_103_png.rf.xOCVzm7U41jEUSGkNIbA.png,snap-16,Snap-16.tiff,SKOV/24h,SKOV,snap-16,24,0.9996,0.1994,ok,P2,CARBO,,1,P2|CARBO|F1,P2|CARBO,test
Snap-16_253_png.rf.tk6oVd2Y7bRBeFcFLmiY.png,snap-16,Snap-16.tiff,SKOV/72h,SKOV,snap-16,72,0.9995,0.1905,ok,P1,PTX,,11,P1|PTX|F11,P1|PTX,val
Snap-23_png.rf.28O298H93RbxNCkERjpH.png,snap-23,Snap-23.tiff,SKOV/0h,SKOV,snap-23,0,0.9998,0.1084,ok,P2,CARBO,,7,P2|CARBO|F7,P2|CARBO,train
Snap-23_272_png.rf.3S7I4N2iyDHQ2WCQnx2e.png,snap-23,Snap-23.tiff,SKOV/72h,SKOV,snap-23,72,0.9995,0.1064,ok,P1,GEO,,3,P1|GEO|F3,P1|GEO,val
Snap-23_120_png.rf.RTu1fn8eOhvIxcBB0XgF.png,snap-23,Snap-23 (2).tiff,SKOV/48h,SKOV,snap-23,48,0.9996,0.2822,ok,P1,PTX,,7,P1|PTX|F7,P1|PTX,test
Snap-23_46_png.rf.OLrkwsHRaOlVABql7EJC.png,snap-23,Snap-23.tiff,SKOV/48h,SKOV,snap-23,48,0.9991,0.2808,ok,P2,CARBO,,7,P2|CARBO|F7,P2|CARBO,train
Snap-23_180_png.rf.SxoeyqweD8MEywpcCrsl.png,snap-23,Snap-23 (2).tiff,SKOV/24h,SKOV,snap-23,24,0.9996,0.2192,ok,P1,PTX,,7,P1|PTX|F7,P1|PTX,test
Snap-23_91_png.rf.prr7kpB0aPBDSrY8NIW0.png,snap-23,Snap-23.tiff,SKOV/24h,SKOV,snap-23,24,0.9994,0.257,ok,P2,CARBO,,8,P2|CARBO|F8,P2|CARBO,train
Snap-25_95_png.rf.4nMlAyh4jT2uWFXeHFEu.png,snap-25,Snap-25.tiff,SKOV/24h,SKOV,snap-25,24,0.9994,0.2696,ok,P2,CARBO,,10,P2|CARBO|F10,P2|CARBO,train
Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,snap-25,Snap-25.tiff,SKOV/48h,SKOV,snap-25,48,0.9995,0.2611,ok,P2,CARBO,,9,P2|CARBO|F9,P2|CARBO,train
Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,snap-25,Snap-25.tiff,SKOV/0h,SKOV,snap-25,0,0.9998,0.2634,ok,P2,CARBO,,9,P2|CARBO|F9,P2|CARBO,train
Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,snap-25,Snap-25 (2).tiff,SKOV/24h,SKOV,snap-25,24,0.9995,0.2887,ok,P1,PTX,,9,P1|PTX|F9,P1|PTX,train
Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,snap-25,Snap-25 (2).tiff,SKOV/48h,SKOV,snap-25,48,0.9994,0.2921,ok,P1,PTX,,9,P1|PTX|F9,P1|PTX,train
75geo2_5_png.rf.BzRF0Z5bvFroC3TaIbat.png,75geo2 5,75geo2_5.tiff,SKOV/0h,SKOV,75geo2_5,0,0.9996,,ok,P1,GEO,,10,P1|GEO|F10,P1|GEO,train
Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,snap-42,Snap-42 (2).tiff,SKOV/48h,SKOV,snap-42,48,0.9993,0.2059,ok,P1,GEO,,11,P1|GEO|F11,P1|GEO,train
Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,snap-42,Snap-42.tiff,SKOV/24h,SKOV,snap-42,24,0.9993,0.2214,ok,P2,GEO,,11,P2|GEO|F11,P2|GEO,test
Snap-42_31_png.rf.J9V2UJndHRoslGdxrcqU.png,snap-42,Snap-42.tiff,SKOV/48h,SKOV,snap-42,48,0.9994,0.2319,ok,P2,GEO,,12,P2|GEO|F12,P2|GEO,train
Snap-42_258_png.rf.hETwVZpuNUgJrChjohxD.png,snap-42,Snap-42.tiff,SKOV/72h,SKOV,snap-42,72,0.9995,0.2395,ok,P1,GEO+PTX,,7,P1|GEO+PTX|F7,P1|GEO+PTX,train
Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,snap-42,Snap-42 (2).tiff,SKOV/24h,SKOV,snap-42,24,0.9996,0.2119,ok,P1,GEO,,11,P1|GEO|F11,P1|GEO,train
Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,snap-42,Snap-42.tiff,SKOV/0h,SKOV,snap-42,0,0.9997,0.2065,ok,P2,GEO,,11,P2|GEO|F11,P2|GEO,test
Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,snap-41,Snap-41.tiff,SKOV/72h,SKOV,snap-41,72,0.9995,0.2485,ok,P1,GEO+PTX,,6,P1|GEO+PTX|F6,P1|GEO+PTX,test
Snap-41_177_png.rf.J9Vigcki7oDbHiMC0150.png,snap-41,Snap-41 (2).tiff,SKOV/48h,SKOV,snap-41,48,0.9993,0.197,ok,P1,GEO,,10,P1|GEO|F10,P1|GEO,train
ptx1_5_png.rf.5e7WIfGslbrzFPCuSHDZ.png,ptx1 5,ptx1_5.tiff,SKOV/0h,SKOV,ptx1_5,0,0.9996,,ok,P1,PTX,,5,P1|PTX|F5,P1|PTX,train
75ug+ptx1_3_png.rf.IcEKL4ZipsbcvBf9x2iH.png,75ug+ptx1 3,75ug+ptx1_3.tiff,SKOV/0h,SKOV,75ug+ptx1_3,0,0.9996,,ok,P1,GEO+PTX,,3,P1|GEO+PTX|F3,P1|GEO+PTX,train
75ug+ptx2_4_png.rf.N3lZqZpjOb6amiXbUGPo.png,75ug+ptx2 4,75ug+ptx2_4.tiff,SKOV/0h,SKOV,75ug+ptx2_4,0,0.9997,,ok,P1,GEO+PTX,,9,P1|GEO+PTX|F9,P1|GEO+PTX,train
75ug+ptx2_5_png.rf.SKN9uE4jbXSPHttCL7Fn.png,75ug+ptx2 5,75ug+ptx2_5.tiff,SKOV/0h,SKOV,75ug+ptx2_5,0,0.9996,,ok,P1,GEO+PTX,,10,P1|GEO+PTX|F10,P1|GEO+PTX,train
75ug+ptx3_4_png.rf.IcAvoXcG34V8LoEG7Sik.png,75ug+ptx3 4,75ug+ptx3_4.tiff,SKOV/0h,SKOV,75ug+ptx3_4,0,0.9997,,ok,P1,GEO+PTX,,14,P1|GEO+PTX|F14,P1|GEO+PTX,test
75ug+ptx2_2_png.rf.GCxTvubAoWABRjXmjDjX.png,75ug+ptx2 2,75ug+ptx2_2.tiff,SKOV/0h,SKOV,75ug+ptx2_2,0,0.9997,,ok,P1,GEO+PTX,,7,P1|GEO+PTX|F7,P1|GEO+PTX,train
75geo3_5_png.rf.RzruoobW8Ib712laqLeg.png,75geo3 5,75geo3_5.tiff,SKOV/0h,SKOV,75geo3_5,0,0.9996,,ok,P1,GEO,,15,P1|GEO|F15,P1|GEO,train
Snap-22_92_png.rf.F9B8iIX7XdfGxT454Uyl.png,snap-22,Snap-22.tiff,SKOV/24h,SKOV,snap-22,24,0.9996,0.2543,ok,P2,CARBO,,7,P2|CARBO|F7,P2|CARBO,train
Snap-22_121_png.rf.4Zd3SMsh9JTMlsxulPWv.png,snap-22,Snap-22 (2).tiff,SKOV/48h,SKOV,snap-22,48,0.9996,0.2849,ok,P1,PTX,,6,P1|PTX|F6,P1|PTX,train
Snap-22_47_png.rf.goBhEPZmqBfPgEE2CLWx.png,snap-22,Snap-22.tiff,SKOV/48h,SKOV,snap-22,48,0.9995,0.1884,ok,P2,CARBO,,6,P2|CARBO|F6,P2|CARBO,train
Snap-22_274_png.rf.xQYr65FKGdk7yTT9LTTR.png,snap-22,Snap-22.tiff,SKOV/72h,SKOV,snap-22,72,0.9995,0.1527,ok,P1,GEO,,2,P1|GEO|F2,P1|GEO,train
Snap-22_png.rf.zjKkhyXwllP02ve3rmYE.png,snap-22,Snap-22.tiff,SKOV/0h,SKOV,snap-22,0,0.999,0.15,ok,P2,CARBO,,6,P2|CARBO|F6,P2|CARBO,train
Snap-22_181_png.rf.zpr2WVVOlPR2Tqafq1RE.png,snap-22,Snap-22 (2).tiff,SKOV/24h,SKOV,snap-22,24,0.9996,0.2186,ok,P1,PTX,,6,P1|PTX|F6,P1|PTX,train
Snap-24_125_png.rf.8bLo1h7ToplIJ7tet6Th.png,snap-24,Snap-24 (2).tiff,SKOV/48h,SKOV,snap-24,48,0.9996,0.207,ok,P1,PTX,,8,P1|PTX|F8,P1|PTX,test
Snap-24_png.rf.hueodPGU9icd7QmEArCe.png,snap-24,Snap-24.tiff,SKOV/0h,SKOV,snap-24,0,0.9998,0.1624,ok,P2,CARBO,,8,P2|CARBO|F8,P2|CARBO,train
Snap-24_51_png.rf.Wgg78LykMI1DoKAeqOy4.png,snap-24,Snap-24.tiff,SKOV/48h,SKOV,snap-24,48,0.9993,0.201,ok,P2,CARBO,,8,P2|CARBO|F8,P2|CARBO,train
Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,snap-24,Snap-24.tiff,SKOV/24h,SKOV,snap-24,24,0.9997,0.1606,ok,P2,CARBO,,9,P2|CARBO|F9,P2|CARBO,train
Snap-24_279_png.rf.zdt5pR8v2pQwJ2i4ix6P.png,snap-24,Snap-24.tiff,SKOV/72h,SKOV,snap-24,72,0.9993,0.1846,ok,P1,GEO,,4,P1|GEO|F4,P1|GEO,train
Snap-24_185_png.rf.id0eOvbOlN7Sgpvw3g9K.png,snap-24,Snap-24 (2).tiff,SKOV/24h,SKOV,snap-24,24,0.9996,0.1762,ok,P1,PTX,,8,P1|PTX|F8,P1|PTX,test
Snap-47_267_png.rf.97cMYlFczNhQv3UX19fR.png,snap-47,Snap-47.tiff,SKOV/72h,SKOV,snap-47,72,0.9987,0.2019,ok,P1,GEO+PTX,,12,P1|GEO+PTX|F12,P1|GEO+PTX,train
Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,snap-47,Snap-47 (2).tiff,SKOV/24h,SKOV,snap-47,24,0.9996,0.1703,ok,P1,GEO+PTX,,1,P1|GEO+PTX|F1,P1|GEO+PTX,train
Snap-47_png.rf.4IcA4CJVTVvxJv2QbhQ9.png,snap-47,Snap-47.tiff,SKOV/0h,SKOV,snap-47,0,0.9998,0.1716,ok,P2,CARBO+GEO,,1,P2|CARBO+GEO|F1,P2|CARBO+GEO,test
Snap-47_10_png.rf.82JBOB2C6eUM9hqcxY2g.png,snap-47,Snap-47.tiff,SKOV/48h,SKOV,snap-47,48,0.9992,0.2004,ok,P2,CARBO+GEO,,1,P2|CARBO+GEO|F1,P2|CARBO+GEO,test
Snap-47_115_png.rf.AwDB0H3rugMK2ImzBgZw.png,snap-47,Snap-47.tiff,SKOV/24h,SKOV,snap-47,24,0.9985,0.1766,ok,P2,CARBO+GEO,,1,P2|CARBO+GEO|F1,P2|CARBO+GEO,test
Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,snap-47,Snap-47 (2).tiff,SKOV/48h,SKOV,snap-47,48,0.9995,0.2591,ok,P1,GEO+PTX,,1,P1|GEO+PTX|F1,P1|GEO+PTX,train
75ug+ptx1_2_png.rf.miBH5V5VEGJZEqXxEWPw.png,75ug+ptx1 2,75ug+ptx1_2.tiff,SKOV/0h,SKOV,75ug+ptx1_2,0,0.9996,,ok,P1,GEO+PTX,,2,P1|GEO+PTX|F2,P1|GEO+PTX,train
Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,snap-26,Snap-26.tiff,SKOV/72h,SKOV,snap-26,72,0.9987,0.2416,ok,P1,GEO,,6,P1|GEO|F6,P1|GEO,val
Snap-49_111_png.rf.2YBYBWf0TlnhbYXiIarp.png,snap-49,Snap-49.tiff,SKOV/24h,SKOV,snap-49,24,0.9996,0.146,ok,P2,CARBO+GEO,,3,P2|CARBO+GEO|F3,P2|CARBO+GEO,train
Snap-49_png.rf.jaxP6t3jEXJwvcs3TeXW.png,snap-49,Snap-49.tiff,SKOV/0h,SKOV,snap-49,0,0.9995,0.1465,ok,P2,CARBO+GEO,,3,P2|CARBO+GEO|F3,P2|CARBO+GEO,train
Snap-49_6_png.rf.vxdpb188ymQ8bK2rzafD.png,snap-49,Snap-49.tiff,SKOV/48h,SKOV,snap-49,48,0.9996,0.1552,ok,P2,CARBO+GEO,,3,P2|CARBO+GEO|F3,P2|CARBO+GEO,train
Snap-49_264_png.rf.Ig21lSZL1n8lAFqwIinJ.png,snap-49,Snap-49.tiff,SKOV/72h,SKOV,snap-49,72,0.9986,0.1441,ok,P1,GEO+PTX,,14,P1|GEO+PTX|F14,P1|GEO+PTX,test
Snap-49_155_png.rf.9Txc7Y2olfQH0Fk9KsNp.png,snap-49,Snap-49 (2).tiff,SKOV/48h,SKOV,snap-49,48,0.9996,0.2005,ok,P1,GEO+PTX,,3,P1|GEO+PTX|F3,P1|GEO+PTX,train
