file,cell,tp,part,res,n_ann,frac
Snap-30_55_png.rf.6m4MweF1gXcaFnLD23yF.png,SKOV-3,48,train,nativo,0,0.0
B5 24h 2_png.rf.3cjezeQQgtHMSACrb0Ld.png,HUVEC,24,train,640,0,0.0
C7 24HR 2_png.rf.cnX19wyaKkQGsBZZ4Sw2.png,HUVEC,24,train,nativo,0,0.0
B7 24h 1_png.rf.711fbkCM378FKfxwg6z1.png,HUVEC,24,train,640,0,0.0
Snap-28_52_png.rf.DmC6ddQwMqlVy1m8BSG0.png,SKOV-3,48,train,nativo,0,0.0
B5 24h 1_png.rf.eRMLDgcaTXW0RnafPtxO.png,HUVEC,24,train,640,0,0.0
C4 24HR 1_png.rf.eIMMU5GPoFUXukXzzpRq.png,HUVEC,24,train,nativo,0,0.0
Snap-06_147_png.rf.GD6EP0bfiqbQELx2DbXk.png,SKOV-3,48,train,nativo,0,0.0
A1 24H 1_png.rf.AoYDb7eaorOVU7QenfmB.png,HUVEC,24,train,nativo,0,0.0
C4 24HR 2_png.rf.dcfkjKvMtdDN2O5gEqvU.png,HUVEC,24,train,nativo,0,0.0
Snap-03_16_png.rf.8FYQJMkw0jfVRFMq4naV.png,SKOV-3,48,train,nativo,0,0.0
Snap-03_135_png.rf.86k5Vru6ipllZqtNKdG2.png,SKOV-3,48,train,nativo,0,0.0
Snap-03_254_png.rf.BtyeXVgh2zc19JcqpFCK.png,SKOV-3,72,train,nativo,0,0.0
Snap-04_142_png.rf.M2wnhWd1Sd8Ifvp6QzaX.png,SKOV-3,48,train,nativo,0,0.0
Snap-05_139_png.rf.niBpFx50l8Vf2AVZYkEa.png,SKOV-3,48,train,nativo,0,0.0
C3 24HR 2_png.rf.nwCMqVszVo4q9siM9NBd.png,HUVEC,24,train,nativo,0,0.0
Snap-01_256_png.rf.UMEeIdDQ1Tdk0wE2TII4.png,SKOV-3,72,train,nativo,0,0.0
Snap-07_144_png.rf.vfJMuF8YRLj9hUriVTPL.png,SKOV-3,48,train,nativo,0,0.0
B1 24H 2_png.rf.aL5f9PxXXKHrQSCq7Jm9.png,HUVEC,24,train,nativo,0,0.0
C3 24H 2_png.rf.28tWjp0UrmmsCvlzDtvg.png,HUVEC,24,train,nativo,0,0.0
A4 24h 1_png.rf.33dy4hIcNF63XsaZetPY.png,HUVEC,24,train,640,0,0.0
B1 24 1_png.rf.4kESSl903ETfZ8RacXmq.png,HUVEC,24,train,640,0,0.0
B7 24h 1_png.rf.5p9AHhSfxGprdyejHtqc.png,HUVEC,24,train,640,0,0.0
B6 24HR 2_png.rf.JjCpIX0SSKPtprUC1AUV.png,HUVEC,24,train,nativo,0,0.0
B1 24h 2_png.rf.DK9BzMN7LNGZvsVA1LaO.png,HUVEC,24,train,640,0,0.0
Snap-13_64_png.rf.RyKN7O5yesCpISX8jvQV.png,SKOV-3,24,train,nativo,0,0.0
E4 24H 1_png.rf.WRsQKjX6ie0vtyCCCrGq.png,HUVEC,24,train,nativo,0,0.0
C4 24H 1_png.rf.PrzpHu9et1vWKc2r3zCq.png,HUVEC,24,train,nativo,0,0.0
E3 24H 2_png.rf.V8dxaWov8z3KO2UEETWV.png,HUVEC,24,train,nativo,0,0.0
B3 24H 1_png.rf.k1iUYr5vYuEMBpfuVe2f.png,HUVEC,24,train,nativo,0,0.0
B5 24h 1_png.rf.KqK0yeM8f5TSNBY037vO.png,HUVEC,24,train,640,0,0.0
B7 24hr _png.rf.wGcmDPhq7jcRwYk9p9Cf.png,HUVEC,24,train,640,0,0.0
B4 24h 2_png.rf.Of8T2fD4qf0cAdWJbOuF.png,HUVEC,24,train,640,0,0.0
A2 24h 1_png.rf.S59irGLLQgWFqJLa5bki.png,HUVEC,24,train,640,0,0.0
B6 24HR 1_png.rf.RnlHPNjVrMgPZkF7L64E.png,HUVEC,24,train,nativo,0,0.0
B8 24HR 1_png.rf.quDKVUdqcJJHaOE4wcfs.png,HUVEC,24,train,nativo,0,0.0
B5 24H 1_png.rf.v4xzVz9xWcYuAyRBEFK6.png,HUVEC,24,train,nativo,0,0.0
Snap-02_62_png.rf.K7PjQ8CqA8XVhNTW659F.png,SKOV-3,24,train,nativo,0,0.0
D3 24H 1_png.rf.OIhLrRxOSOtuNUqMevUJ.png,HUVEC,24,train,nativo,0,0.0
Snap-02_17_png.rf.Lpe2QyqaZsGgJFeCYcvT.png,SKOV-3,48,train,nativo,0,0.0
Snap-24_51_png.rf.Wgg78LykMI1DoKAeqOy4.png,SKOV-3,48,train,nativo,0,0.0
A3 8H 1_png.rf.FFxw1ZoJmSoMVskuVwLP.png,HUVEC,8,train,nativo,0,0.0
C3 24H 1_png.rf.fTWEUHwuJj41k4YLPaQD.png,HUVEC,24,train,nativo,0,0.0
B6 24HR _png.rf.3MFWVuTR1gXhrTMlxCtK.png,HUVEC,24,train,nativo,0,0.0
D3 24HR 2_png.rf.72HLl708G6tkMaH5GLZL.png,HUVEC,24,train,nativo,0,0.0
D3 24HR 1_png.rf.CIVDMQLez5VThDU7Rmkp.png,HUVEC,24,train,nativo,0,0.0
E7 24H 1_png.rf.zAvr03Xcu012AlIqOaJU.png,HUVEC,24,train,nativo,0,0.0
B2 24HR _png.rf.PIVpOfHUhZq8EVpEdJo0.png,HUVEC,24,train,nativo,0,0.0
B8 24HR 1_png.rf.RVgJPEc6dRHa3W4h9tQR.png,HUVEC,24,train,nativo,0,0.0
B3 24HR _png.rf.f3BROmuTSW4SEY5FcLrM.png,HUVEC,24,train,nativo,0,0.0
Snap-38_167_png.rf.81c3SeZTSEMy4ciG0Dyg.png,SKOV-3,48,train,nativo,0,0.0
D3 24H 2_png.rf.wrSFiDUm4y3l7OfQ8x8P.png,HUVEC,24,train,nativo,0,0.0
C2 24HR 1_png.rf.gv1L6LnEPjTvqD1xvTex.png,HUVEC,24,train,nativo,0,0.0
A7 24HR _png.rf.jH3xQl6pREcGN7kyjHCV.png,HUVEC,24,train,nativo,0,0.0
C5 24HR 1_png.rf.nnj5eCDL2rrGHVaGJgIh.png,HUVEC,24,train,nativo,0,0.0
C5 24HR 2_png.rf.IhgU6NfEh2mQLY5UnIxs.png,HUVEC,24,train,nativo,0,0.0
C8 24HR 1_png.rf.ATUVW4TlOHoViHXbherk.png,HUVEC,24,train,nativo,0,0.0
A1 24H 1_png.rf.0vIMHmjL700gltziprXx.png,HUVEC,24,train,nativo,0,0.0
Snap-40_42_png.rf.rY6NW4fe0CRTDdg8MHYz.png,SKOV-3,48,train,nativo,0,0.0
A6 24HR _png.rf.tdVUE5jOGejtOugdPT4V.png,HUVEC,24,train,nativo,0,0.0
C7 24HR 1_png.rf.xqKNrF67OhqmAzlFnqBa.png,HUVEC,24,train,nativo,0,0.0
A2 24HR 1_png.rf.zHEN1vEwcIUcwRWJIw0w.png,HUVEC,24,train,nativo,0,0.0
B7 24HR _png.rf.rxcJQmf6CqfJwy73jb0T.png,HUVEC,24,train,nativo,0,0.0
D3 24HR 1_png.rf.lybVWBdbvZ81Rnavz0xt.png,HUVEC,24,train,nativo,0,0.0
E6 24H 2_png.rf.c0Q0aeG3uzgZqNDW0NS5.png,HUVEC,24,train,nativo,0,0.0
Snap-08_22_png.rf.GCWDDmkNJNGxWqA6yAIT.png,SKOV-3,48,train,nativo,0,0.0
B7 24HR 1_png.rf.ZCqTWe79sQfSyxgwns1L.png,HUVEC,24,train,nativo,0,0.0
D3 24HR 2_png.rf.yFACQ0BfAkvnbEhAHECd.png,HUVEC,24,train,nativo,0,0.0
E5 24H 1_png.rf.vIXfSHGOepyu5FFjdqML.png,HUVEC,24,train,nativo,0,0.0
Snap-44_170_png.rf.zUBxx8E0b0UKDnm5q1Jy.png,SKOV-3,48,train,nativo,0,0.0
Snap-14_137_png.rf.JGQAHR1rLHubpmhNmWKG.png,SKOV-3,48,train,nativo,0,0.0
Snap-10_27_png.rf.InxxspUYRgK57BBNVAEq.png,SKOV-3,48,train,nativo,0,0.0
A7 24HR 2_png.rf.lcDe029TgbPSpfrW0Pay.png,HUVEC,24,train,nativo,0,0.0
A4 24H 2_png.rf.6b9w5pz0deHWDEkWlDtt.png,HUVEC,24,train,nativo,0,0.0
E3 24H 1_png.rf.tATYWxcxFlWEDmhIT0aP.png,HUVEC,24,train,nativo,0,0.0
E6 24H 1_png.rf.SM4It4M2ifLy61R2HAsW.png,HUVEC,24,train,nativo,0,0.0
B3 24H 2_png.rf.PpupAz8GxRor2jDbCqF6.png,HUVEC,24,train,nativo,0,0.0
B4 24H 1_png.rf.g6mdfx5q5C5lyvQAGYxU.png,HUVEC,24,train,nativo,0,0.0
B4 24H 2_png.rf.YGDDHBmTvfvwYQHk10DN.png,HUVEC,24,train,nativo,0,0.0
E2 24H 2_png.rf.OkQ3OV9gV6pcZfmThdcD.png,HUVEC,24,train,nativo,0,0.0
E2 24H 1_png.rf.VxLQou4jD5XrkR8hVVEa.png,HUVEC,24,train,nativo,0,0.0
E8 24H 2_png.rf.gNM1Bn8YQmrvmSNIufBH.png,HUVEC,24,train,nativo,0,0.0
A2 24H 2_png.rf.HMaDbJj9CQExPlCGNrI6.png,HUVEC,24,train,nativo,0,0.0
B2 24H 2_png.rf.Q3DCFWxYj6laxcLJd6a0.png,HUVEC,24,train,nativo,0,0.0
A4 24H 1_png.rf.gJwCrLc590rY2WH4Ned6.png,HUVEC,24,train,nativo,0,0.0
Snap-17_102_png.rf.L35h25Y208weJrkXRPl5.png,SKOV-3,24,train,nativo,1,0.167
Snap-43_34_png.rf.GOHyfDBrhvieEKwOZ4eD.png,SKOV-3,48,train,nativo,1,0.303
Snap-14_18_png.rf.cTI14kZnt7qLocJDEl8J.png,SKOV-3,48,train,nativo,1,0.54
A4 12H 2_png.rf.IIQI11pJfOdDB7Jzljj6.png,HUVEC,12,train,nativo,1,0.642
Snap-23_46_png.rf.OLrkwsHRaOlVABql7EJC.png,SKOV-3,48,train,nativo,2,0.645
Snap-33_277_png.rf.VKo8X4odufnCCAnDoQ0P.png,SKOV-3,72,train,nativo,1,0.677
Snap-27_282_png.rf.vCcp3UXdXcDmFuHR7aax.png,SKOV-3,72,train,nativo,1,0.7
Snap-08_201_png.rf.chUbIWmSPfojmz0KJLAC.png,SKOV-3,24,train,nativo,1,0.848
Snap-01_148_png.rf.csd0SJGzDaEHVmJESnpM.png,SKOV-3,48,train,nativo,1,0.915
Snap-38_78_png.rf.PaqjOBWZbWnDZZ0RJ1ZA.png,SKOV-3,24,train,nativo,1,1.029
A2 24h 2_png.rf.vPEXFaeBDCIJ7xVoYjlS.png,HUVEC,24,train,640,2,1.174
E8 24H 1_png.rf.NCtTwuOdCGdNV1jvRInG.png,HUVEC,24,train,nativo,1,1.223
Snap-11_145_png.rf.3ge56gMacLMVyGcpZzLe.png,SKOV-3,48,train,nativo,1,1.256
B2 24H 2_png.rf.X8Z6nGLnH4ONbqM6CEpF.png,HUVEC,24,train,640,1,1.359
Snap-03_61_png.rf.1FYqRGNLJIklJ5YdlPHa.png,SKOV-3,24,train,nativo,1,1.413
D3 12HR 2_png.rf.cc5ORiU1L0tYW9JwzMnT.png,HUVEC,12,train,nativo,3,1.436
Snap-24_279_png.rf.zdt5pR8v2pQwJ2i4ix6P.png,SKOV-3,72,train,nativo,2,1.549
Snap-43_79_png.rf.QHy7X5fw5paLTpJkeudB.png,SKOV-3,24,train,nativo,4,1.811
B8 24HR 2_png.rf.b5g4X4XnMrKNqb9SQURi.png,HUVEC,24,train,nativo,1,1.813
Snap-20_59_png.rf.cuUsjVgyqu6QpoUYSKTl.png,SKOV-3,48,train,nativo,1,1.882
B8 24HR 2_png.rf.ERLmHyV7djMflJp4wvGM.png,HUVEC,24,train,nativo,1,2.007
B7 24H 2_png.rf.Evks9BfmmHZJPCnJMfCZ.png,HUVEC,24,train,nativo,1,2.037
A7 24HR 1_png.rf.g2n0dmWrD3DPjmYcwrqW.png,HUVEC,24,train,nativo,1,2.243
Snap-55_2_png.rf.yBgBsBStUWm9nrHoWzT9.png,SKOV-3,48,train,nativo,2,2.29
Snap-40_87_png.rf.OMb2zuYN14uYpuw2r6ha.png,SKOV-3,24,train,nativo,10,2.308
Snap-05_65_png.rf.DoDrkBOFzLTZlfhsvn9K.png,SKOV-3,24,train,nativo,1,2.425
Snap-15_194_png.rf.jyDxznPzUcDKPrXPinis.png,SKOV-3,24,train,nativo,4,2.592
D3 12HR 1_png.rf.mifzTygCpbeTjrtE3vVM.png,HUVEC,12,train,nativo,1,2.607
B2 24hr 2_png.rf.huSTBgPOlxWVtCE2FpNP.png,HUVEC,24,train,640,4,2.615
B3 24HR 1_png.rf.NESZSvWD763fZVOB2H7p.png,HUVEC,24,train,nativo,1,2.794
B5 24H 2_png.rf.byu1C5KzftHjtBI9ULN6.png,HUVEC,24,train,nativo,1,2.804
D6 24HR 2_png.rf.flYMY7ymoZijlh3kbj6H.png,HUVEC,24,train,nativo,1,2.822
B4 12H 1_png.rf.fWkPkc0DWac0jf1b3cMy.png,HUVEC,12,train,nativo,1,2.9
E3 24H 2_png.rf.CqrKP3UzCHpoiMQnTwYf.png,HUVEC,24,train,nativo,1,2.922
Snap-34_273_png.rf.dlwVdBfC0b4Uz3SdOjOc.png,SKOV-3,72,train,nativo,2,2.934
Snap-39_166_png.rf.5gvQkXC8fgXYVuIF4f7T.png,SKOV-3,48,train,nativo,5,2.958
B7 24HR 2_png.rf.sLRnKiW7AKt55yPdOdBZ.png,HUVEC,24,train,nativo,1,3.032
Snap-33_171_png.rf.E47tm0ycTBxOqSzcCzoG.png,SKOV-3,48,train,nativo,1,3.059
Snap-13_198_png.rf.0xLGaLBejIuzOY4c8uT2.png,SKOV-3,24,train,nativo,1,3.079
Snap-18_93_png.rf.vdsK3Pm2Jw59MfN6akCm.png,SKOV-3,24,train,nativo,1,3.135
B2 24HR 2_png.rf.uTcx0z3WdLqlbwZI5Emi.png,HUVEC,24,train,nativo,2,3.149
C3 24H 1_png.rf.c7jfA1r2lo83FCC1x3TB.png,HUVEC,24,train,nativo,1,3.166
Snap-32_38_png.rf.Bax0fFvBhSAiX72iQPds.png,SKOV-3,48,train,nativo,1,3.274
Snap-10_206_png.rf.qsKnxTuSvux45mlYUYLk.png,SKOV-3,24,train,nativo,1,3.312
Snap-22_274_png.rf.xQYr65FKGdk7yTT9LTTR.png,SKOV-3,72,train,nativo,2,3.368
D3 12H 2_png.rf.ogJD0ugl7j4sImIsr5p9.png,HUVEC,12,train,nativo,1,3.492
Snap-30_100_png.rf.DcdJxw6OPtMDzDx5c3Lq.png,SKOV-3,24,train,nativo,3,3.527
Snap-40_176_png.rf.bUgGtZALmBRNrpjdVId8.png,SKOV-3,48,train,nativo,2,3.593
Snap-28_280_png.rf.Xe3kQDC14ewhHfBA8CUW.png,SKOV-3,72,train,nativo,3,3.608
B1 24H 1_png.rf.HqYokt9sZNbgk1oXPrdr.png,HUVEC,24,train,nativo,1,3.617
A4 8H 1_png.rf.xYdpZhVubRh3iT6eQ8kR.png,HUVEC,8,train,nativo,1,3.667
B3 24HR 2_png.rf.KdQdPqIplBH5LttSEuYM.png,HUVEC,24,train,nativo,1,3.767
A3 12HR 1_png.rf.FMJp1T7Nqa8Rw6RzP58W.png,HUVEC,12,train,nativo,1,3.779
B4 8H 1_png.rf.KtpKkXfpwTmEw7CHch9M.png,HUVEC,8,train,nativo,2,3.813
Snap-28_97_png.rf.XDLmTq2FjXvy3Vkcqds3.png,SKOV-3,24,train,nativo,2,3.981
B7 12HR 1_png.rf.tQR8sr43YTBxjNYm3tqF.png,HUVEC,12,train,nativo,1,3.991
A2 24H 1_png.rf.0khSfDP2dVePLbJBhUvS.png,HUVEC,24,train,nativo,1,4.085
B2 24HR 1_png.rf.w7qTzWrN9asmVRPi0TyM.png,HUVEC,24,train,nativo,3,4.219
Snap-02_196_png.rf.BKEbI8Gj7FVgCYPUSi9g.png,SKOV-3,24,train,nativo,2,4.227
D1 24H 2_png.rf.Lvfay3pzrKUgPOiBsEUA.png,HUVEC,24,train,nativo,1,4.243
A3 12HR 2_png.rf.X6ZbjE2gzo7dzplSnmP5.png,HUVEC,12,train,nativo,1,4.293
A4 24h 2_png.rf.DwIiawL7voUvJVSqtTOP.png,HUVEC,24,train,640,2,4.472
B3 12H 2_png.rf.5Jpy0eTyEFkYVLhRnY0H.png,HUVEC,12,train,nativo,1,4.526
A8 24HR 2_png.rf.Lw1lmr6rn3jDJKeQy2Q6.png,HUVEC,24,train,nativo,1,4.568
E4 24H 2_png.rf.m4dcOTmKcNBfb5aYg2ft.png,HUVEC,24,train,nativo,1,4.596
E6 24H 1_png.rf.Ukxe2UGpEbEFK0yZCv4y.png,HUVEC,24,train,nativo,3,4.603
E6 12H 1_png.rf.FCYlut0Z4tjhuOescn8N.png,HUVEC,12,train,nativo,1,4.615
A6 12HR 2_png.rf.lDdi03mKpHO8MuNzUwbQ.png,HUVEC,12,train,nativo,1,4.679
A7 24HR 2_png.rf.SRRzbIVNAwhQfC9WQUcS.png,HUVEC,24,train,nativo,1,4.702
Snap-21_285_png.rf.Rj9uYJWuHCUuf7mNZJ2N.png,SKOV-3,72,train,nativo,1,4.718
Snap-29_275_png.rf.XkckzJWNljmGBj0JLo7I.png,SKOV-3,72,train,nativo,1,4.794
B8 24h 2_png.rf.sUtMqQeZCI3m3wJKsgaH.png,HUVEC,24,train,640,1,4.903
D3 12HR 1_png.rf.Yo8fn057Z7AttFerhIaK.png,HUVEC,12,train,nativo,2,4.918
E3 12H 2_png.rf.esL3AMsWdCfWIQtjIH0Y.png,HUVEC,12,train,nativo,1,4.95
Snap-04_202_png.rf.NR0kpfukSEnlSMYMSLQj.png,SKOV-3,24,train,nativo,4,4.968
A2 12HR 1_png.rf.zOnjlCgAe6Ku1WITrzJE.png,HUVEC,12,train,nativo,1,5.054
B5 12H 1_png.rf.2fxitd0BjLxjPsCVaEPq.png,HUVEC,12,train,nativo,1,5.142
B6 24H 2_png.rf.on5eSF0it6xiMzlvQBIL.png,HUVEC,24,train,nativo,1,5.197
Snap-33_37_png.rf.9no99MZvmBZOLsdg6Atx.png,SKOV-3,48,train,nativo,1,5.269
C6 12HR 1_png.rf.UmlOMTinnc6R2WwDO5mk.png,HUVEC,12,train,nativo,1,5.36
A6 12HR 1_png.rf.z5yVztBu7o6y6SAZMnAA.png,HUVEC,12,train,nativo,1,5.371
Snap-18_48_png.rf.dOk2ClCgbcYApxR6XtAY.png,SKOV-3,48,train,nativo,1,5.394
D3 8HR 1_png.rf.GI5XC8sWiPTRUqJb0YiP.png,HUVEC,8,train,nativo,1,5.422
Snap-23_272_png.rf.3S7I4N2iyDHQ2WCQnx2e.png,SKOV-3,72,train,nativo,2,5.442
D7 24HR 2_png.rf.XWVFfZxkpp5fMF6O9txt.png,HUVEC,24,train,nativo,1,5.462
A4 12HR 1_png.rf.dBXjee0yNJkn5uvIsedn.png,HUVEC,12,train,nativo,1,5.522
D3 12H 1_png.rf.C7OjXDLYyYQ82eRjth4A.png,HUVEC,12,train,nativo,1,5.54
A4 12HR 2_png.rf.fXF7CNUNvvrtslE85Hem.png,HUVEC,12,train,nativo,2,5.571
B4 8H 2_png.rf.eb7KTH0SjX0wu1Kt3RMo.png,HUVEC,8,train,nativo,1,5.577
D7 24HR 1_png.rf.gKqLhMBk6iKbxeuE7E9M.png,HUVEC,24,train,nativo,2,5.599
D3 8HR 2_png.rf.XTtOj0zYGn6s9BJ4BbNx.png,HUVEC,8,train,nativo,1,5.618
D6 24HR 1_png.rf.cspql52EbA0tNLqOTHCN.png,HUVEC,24,train,nativo,3,5.619
C1 12HR 1_png.rf.gB0o6oQuTbhG8ZUNerJu.png,HUVEC,12,train,nativo,1,5.667
B6 24H 1_png.rf.j9lG9KfzRzSXyhye5PlS.png,HUVEC,24,train,nativo,1,5.686
A7 12HR 2_png.rf.f4E0d0pjc4kys6Feop64.png,HUVEC,12,train,nativo,1,5.713
Snap-14_197_png.rf.BYX13QN3Hg5IwWB1K8CE.png,SKOV-3,24,train,nativo,2,5.731
D3 12HR 2_png.rf.nlwr0hPwCsrwhcGywwyF.png,HUVEC,12,train,nativo,1,5.776
A6 24HR 2_png.rf.F3wCxWuKgUbiNXYsfCns.png,HUVEC,24,train,nativo,1,5.818
Snap-23_91_png.rf.prr7kpB0aPBDSrY8NIW0.png,SKOV-3,24,train,nativo,3,5.821
C1 24H 1_png.rf.MmBCxnmelweNZCs07Wjh.png,HUVEC,24,train,nativo,1,5.829
B5 12hr 1_png.rf.zr4XJVjMImCf2kHNhYuv.png,HUVEC,12,train,640,1,5.835
Snap-41_177_png.rf.J9Vigcki7oDbHiMC0150.png,SKOV-3,48,train,nativo,1,5.839
B8 12HR 1_png.rf.nFJGtYupFefeBl1Usry3.png,HUVEC,12,train,nativo,1,5.863
Snap-05_199_png.rf.6Q1Bw549TYJ3y3mfuvz8.png,SKOV-3,24,train,nativo,2,5.888
C6 12HR 2_png.rf.QfuOOnhE4hgEtZc6n4FV.png,HUVEC,12,train,nativo,1,5.896
A4 24HR 2_png.rf.kbXfdYMvDsXs7RdkqPlg.png,HUVEC,24,train,nativo,1,5.926
Snap-38_227_png.rf.kK61yb2zZ2y3LBaAWQce.png,SKOV-3,24,train,nativo,1,5.937
D6 12HR 2_png.rf.b2OIk6z10hZKIcL3Adz4.png,HUVEC,12,train,nativo,1,5.942
Snap-35_164_png.rf.b3DJJM2AtGNEln2avfI1.png,SKOV-3,48,train,nativo,1,6.019
A7 12HR 1_png.rf.6BXSIYDC0NmpoaPAgKMQ.png,HUVEC,12,train,nativo,1,6.021
A2 12HR 2_png.rf.3dhTnd2ZF1zKT3cvy2au.png,HUVEC,12,train,nativo,2,6.051
A3 24H 2_png.rf.kS5CSoi5AQ1mWS6ij8tv.png,HUVEC,24,train,nativo,1,6.056
B6 24H 1_png.rf.z1gnHGqIpgOdff4cmlwF.png,HUVEC,24,train,nativo,1,6.062
E7 24H 2_png.rf.0p851GwUgWID7MWXKlH0.png,HUVEC,24,train,nativo,1,6.067
A3 8HR 1_png.rf.YWwkHXdFn51x2qQa9MKo.png,HUVEC,8,train,nativo,1,6.121
C3 12HR 2_png.rf.zgyiXq2ugB20KJ4MV7F7.png,HUVEC,12,train,nativo,1,6.121
D2 24H 1_png.rf.3dVBVsdA0iITfaZ15lQH.png,HUVEC,24,train,nativo,1,6.169
B3 12HR 2_png.rf.VqZIwhkvmfMWTtmwJvV6.png,HUVEC,12,train,nativo,1,6.17
Snap-45_233_png.rf.e0d4At5O0A55XswWkUGG.png,SKOV-3,24,train,nativo,2,6.226
A6 24HR 1_png.rf.CZ0i116BOFib9CK6D6Hv.png,HUVEC,24,train,nativo,1,6.238
Snap-32_172_png.rf.v8kSqKvdYhYnQPNDX2xH.png,SKOV-3,48,train,nativo,1,6.259
B2 12HR 2_png.rf.nZ89rrtZ5eox9IpiBXkM.png,HUVEC,12,train,nativo,1,6.262
D5 24HR 2_png.rf.Gkher8iaMtSCl47ZU9Su.png,HUVEC,24,train,nativo,1,6.283
A8 12HR 1_png.rf.xRg914oD9uiAFvSCIuM5.png,HUVEC,12,train,nativo,1,6.293
B3 12HR 1_png.rf.CA0AC0OeRIZev8XhzkeB.png,HUVEC,12,train,nativo,1,6.325
B3 8H 2_png.rf.7Eq3kMUW8sFWbmsSpjrE.png,HUVEC,8,train,nativo,1,6.377
A6 8HR 2_png.rf.WsRny9cGQOty4V3HiL8d.png,HUVEC,8,train,nativo,1,6.459
Snap-29_49_png.rf.sO8t65IvPbrmOmeTdSFp.png,SKOV-3,48,train,nativo,1,6.49
B3 12H 1_png.rf.1lPHPBmz2RT2aHQDRS5u.png,HUVEC,12,train,nativo,1,6.522
Snap-07_25_png.rf.XApzD0Pw1QxeCLShLeqI.png,SKOV-3,48,train,nativo,2,6.552
C5 12HR 2_png.rf.0ajhdgJgl6tuFZJYRfas.png,HUVEC,12,train,nativo,1,6.582
E8 12H 1_png.rf.dypWhfNRSbBs1ZJ05Vww.png,HUVEC,12,train,nativo,1,6.615
C8 12HR 1_png.rf.mrWyROl2QhvNznbHR9sy.png,HUVEC,12,train,nativo,1,6.618
A3 8HR 2_png.rf.NH3fSomZbzpcrUv2Zpj9.png,HUVEC,8,train,nativo,1,6.619
A2 8HR 1_png.rf.xwxfhZzqnfwRhWbm5XTm.png,HUVEC,8,train,nativo,1,6.64
A8 24HR 1_png.rf.F2SAC8rwjoPatolKRN77.png,HUVEC,24,train,nativo,1,6.649
C5 12HR 1_png.rf.88yPD8uIUGh6X426Q3LJ.png,HUVEC,12,train,nativo,1,6.692
A1 24H 1_png.rf.LVoaaBXwUhRPFKNjtcC5.png,HUVEC,24,train,nativo,1,6.731
A6 8HR 1_png.rf.jMYq7Imdm9b3bsQCdfaH.png,HUVEC,8,train,nativo,1,6.743
E5 24H 2_png.rf.fcYsl0fEP4LX8ywk9lvr.png,HUVEC,24,train,nativo,1,6.751
C3 12HR 1_png.rf.k9cSExscEQguJR8FzubC.png,HUVEC,12,train,nativo,1,6.942
A2 24H 1_png.rf.f0Gpa2ejRKiGBpMkFNBA.png,HUVEC,24,train,nativo,1,6.945
B7 8HR 1_png.rf.VIqewXz9Fg6rle55f6s4.png,HUVEC,8,train,nativo,1,6.984
B2 12HR 2_png.rf.0Mjn05pgfeKpn7x2HoEU.png,HUVEC,12,train,nativo,2,7.025
A2 8H 1_png.rf.6mANHGK2YRZI4BisA8Ei.png,HUVEC,8,train,nativo,2,7.037
D3 8HR 1_png.rf.FaoUiRzagpKacKgSYTBM.png,HUVEC,8,train,nativo,1,7.056
B2 12hr 2_png.rf.aKY954Ar92bN45Dxpxoo.png,HUVEC,12,train,640,1,7.057
E8 12H 2_png.rf.RuYB2xY0oOAkpMia9akW.png,HUVEC,12,train,nativo,2,7.1
Snap-27_53_png.rf.YALqveujaUVhAWskGlbw.png,SKOV-3,48,train,nativo,1,7.12
B2 12HR 1_png.rf.FwucefXu7N8eJexkEaUa.png,HUVEC,12,train,nativo,1,7.155
D4 24H 1_png.rf.LYHwLpivhcwZEPvlr0jZ.png,HUVEC,24,train,nativo,1,7.171
A7 8HR 1_png.rf.xk5ZqEQFoQIPE57EFSUg.png,HUVEC,8,train,nativo,1,7.261
D4 12H 2_png.rf.oo3BzL9sz02jNfhjhBSz.png,HUVEC,12,train,nativo,1,7.272
B8 12HR 2_png.rf.CgwPldETMq6VOYEZmUsY.png,HUVEC,12,train,nativo,1,7.287
B8 12HR 1_png.rf.nI0MDsT82HP4ly7A64T9.png,HUVEC,12,train,nativo,1,7.289
C4 12HR 2_png.rf.VPTdgRzPEXTu9X5rWnHL.png,HUVEC,12,train,nativo,1,7.301
Snap-10_72_png.rf.n7hfG13etFn8yDPHlWXd.png,SKOV-3,24,train,nativo,1,7.373
B7 12HR 2_png.rf.oKLSQmp6DHxDl6WHedwZ.png,HUVEC,12,train,nativo,1,7.379
B6 12HR 2_png.rf.BhBG7QrbcqnQq3atIHW2.png,HUVEC,12,train,nativo,1,7.416
A2 24h_2_png.rf.HAg44SJ1EekTkXtXLokT.png,HUVEC,24,train,640,1,7.422
B6 12HR 1_png.rf.idTK2W5F5w99J9Cwj3Jh.png,HUVEC,12,train,nativo,1,7.464
Snap-35_30_png.rf.HFgFuSTR9HjcV1lmD48Y.png,SKOV-3,48,train,nativo,1,7.473
C8 12HR 2_png.rf.DCKU7lcCERvfS3ttYwjV.png,HUVEC,12,train,nativo,1,7.481
B2 12H 1_png.rf.i2YOCT2Mj90ei2midq9S.png,HUVEC,12,train,nativo,1,7.527
Snap-34_169_png.rf.ecNc96UyH80MDbVQXJGF.png,SKOV-3,48,train,nativo,2,7.529
D6 8HR 2_png.rf.5nPaWGjUg2mp8jLco95k.png,HUVEC,8,train,nativo,1,7.564
